Token;Label;AA_Correction;AA_Quaero;CF_Correction;CF_Quaero;CKP_Correction;CKP_Quaero;DN_Correction;DN_Quaero;LM_Correction;LM_Quaero;MB_Correction;MB_Quaero
Ses;;;;;;;;;;;;;
robes;;;;;;;;;;;;;
furent;;;;;;;;;;;;;
toujours;;;;;;;;;;;;;
noires;;;;;;;;;;;;;
0;;;;;;;;;;;;;
son;;;;;;;;;;;;;
visage;;;;;;;;;;;;;
toujours;;;;;;;;;;;;;
désolé;;;;;;;;;;;;;
0;;;;;;;;;;;;;
Dans;MISC;;;;;;;;;;;;
ses;MISC;;;;;;;;;;;;
vêtements;MISC;;;;;;;;;;;;
comme;MISC;;;;;;;;;;;;
dans;MISC;;;;;;;;;;;;
son;MISC;;;;;;;;;;;;
cœur;MISC;;;;;;;;;;;;
0;;;;;;;;;;;;;
elle;;;;;;;;;;;;;
prit;;;;;;;;;;;;;
le;;;;;;;;;;;;;
grand;;;;;;;;;;;;;
deuil;;;;;;;;;;;;;
0;;;;;;;;;;;;;
et;;;;;;;;;;;;;
ne;;;;;;;;;;;;;
le;;;;;;;;;;;;;
quitta;;;;;;;;;;;;;
jamais;;;;;;;;;;;;;
...;;;;;;;;;;;;;
Du;;;;;;;;;;;;;
reste;;;;;;;;;;;;;
0;;;;;;;;;;;;;
rien;;;;;;;;;;;;;
de;;;;;;;;;;;;;
changé;;;;;;;;;;;;;
dans;;;;;;;;;;;;;
la;;;;;;;;;;;;;
maison;;;;;;;;;;;;;
Eyssette;LOC;;;;;;;;;;;;
";";;;;;;;;;;;;;
ce;;;;;;;;;;;;;
fut;;;;;;;;;;;;;
un;;;;;;;;;;;;;
peu;;;;;;;;;;;;;
plus;;;;;;;;;;;;;
lugubre;;;;;;;;;;;;;
0;;;;;;;;;;;;;
voilà;;;;;;;;;;;;;
tout;;;;;;;;;;;;;
.;;;;;;;;;;;;;
Le;;;;;;;;;;;;;
curé;;;;;;;;;;;;;
de;;;;;;;;;;;;;
Saint-Nizier;LOC;;;;;;;;;;;;
dit;;;;;;;;;;;;;
quelques;;;;;;;;;;;;;
messes;;;;;;;;;;;;;
pour;;;;;;;;;;;;;
le;;;;;;;;;;;;;
repos;;;;;;;;;;;;;
de;;;;;;;;;;;;;
l';;;;;;;;;;;;;
âme;;;;;;;;;;;;;
de;;;;;;;;;;;;;
l';;;;;;;;;;;;;
abbé;;;;;;;;;;;;;
.;;;;;;;;;;;;;
On;;;;;;;;;;;;;
tailla;;;;;;;;;;;;;
deux;;;;;;;;;;;;;
vêtements;;;;;;;;;;;;;
noirs;;;;;;;;;;;;;
pour;;;;;;;;;;;;;
les;;;;;;;;;;;;;
enfants;;;;;;;;;;;;;
dans;;;;;;;;;;;;;
une;;;;;;;;;;;;;
vieille;;;;;;;;;;;;;
roulière;;;;;;;;;;;;;
?;;;;;;;;;;;;;
de;;;;;;;;;;;;;
leur;;;;;;;;;;;;;
père;;;;;;;;;;;;;
0;;;;;;;;;;;;;
et;;;;;;;;;;;;;
la;;;;;;;;;;;;;
vie;;;;;;;;;;;;;
0;;;;;;;;;;;;;
la;;;;;;;;;;;;;
triste;;;;;;;;;;;;;
vie;;;;;;;;;;;;;
recommença;;;;;;;;;;;;;
.;;;;;;;;;;;;;
"
";;;;;;;;;;;;;
Il;;;;;;;;;;;;;
y;;;;;;;;;;;;;
avait;;;;;;;;;;;;;
déjà;;;;;;;;;;;;;
quelque;;;;;;;;;;;;;
temps;;;;;;;;;;;;;
que;;;;;;;;;;;;;
notre;;;;;;;;;;;;;
cher;;;;;;;;;;;;;
abbé;;;;;;;;;;;;;
était;;;;;;;;;;;;;
mort;;;;;;;;;;;;;
0;;;;;;;;;;;;;
lorsqu';;;;;;;;;;;;;
un;;;;;;;;;;;;;
soir;;;;;;;;;;;;;
0;;;;;;;;;;;;;
à;;;;;;;;;;;;;
l';;;;;;;;;;;;;
heure;;;;;;;;;;;;;
de;;;;;;;;;;;;;
nous;;;;;;;;;;;;;
coucher;;;;;;;;;;;;;
0;;;;;;;;;;;;;
je;;;;;;;;;;;;;
fus;;;;;;;;;;;;;
étonné;;;;;;;;;;;;;
de;;;;;;;;;;;;;
voir;;;;;;;;;;;;;
Jacques;PER;;;;;;;;;;;;
fermer;;;;;;;;;;;;;
notre;;;;;;;;;;;;;
chambre;;;;;;;;;;;;;
à;;;;;;;;;;;;;
double;;;;;;;;;;;;;
tour;;;;;;;;;;;;;
0;;;;;;;;;;;;;
boucher;;;;;;;;;;;;;
soigneusement;;;;;;;;;;;;;
les;;;;;;;;;;;;;
rainures;;;;;;;;;;;;;
de;;;;;;;;;;;;;
la;;;;;;;;;;;;;
porte;;;;;;;;;;;;;
0;;;;;;;;;;;;;
et;;;;;;;;;;;;;
0;;;;;;;;;;;;;
cela;;;;;;;;;;;;;
fait;;;;;;;;;;;;;
0;;;;;;;;;;;;;
venir;;;;;;;;;;;;;
vers;;;;;;;;;;;;;
moi;;;;;;;;;;;;;
0;;;;;;;;;;;;;
d';;;;;;;;;;;;;
un;;;;;;;;;;;;;
grand;;;;;;;;;;;;;
air;;;;;;;;;;;;;
de;;;;;;;;;;;;;
solennité;;;;;;;;;;;;;
et;;;;;;;;;;;;;
de;;;;;;;;;;;;;
mystère;;;;;;;;;;;;;
.;;;;;;;;;;;;;
"
";;;;;;;;;;;;;
Il;;;;;;;;;;;;;
faut;;;;;;;;;;;;;
vous;;;;;;;;;;;;;
dire;;;;;;;;;;;;;
que;;;;;;;;;;;;;
0;;;;;;;;;;;;;
depuis;;;;;;;;;;;;;
son;;;;;;;;;;;;;
retour;;;;;;;;;;;;;
du;;;;;;;;;;;;;
Midi;LOC;;;;;;;;;;;;
0;;;;;;;;;;;;;
un;;;;;;;;;;;;;
singulier;;;;;;;;;;;;;
changement;;;;;;;;;;;;;
s';;;;;;;;;;;;;
était;;;;;;;;;;;;;
opéré;;;;;;;;;;;;;
dans;;;;;;;;;;;;;
les;;;;;;;;;;;;;
habitudes;;;;;;;;;;;;;
de;;;;;;;;;;;;;
l';;;;;;;;;;;;;
ami;;;;;;;;;;;;;
Jacques;PER;;;;;;;;;;;;
.;;;;;;;;;;;;;
D';;;;;;;;;;;;;
abord;;;;;;;;;;;;;
0;;;;;;;;;;;;;
ce;;;;;;;;;;;;;
que;;;;;;;;;;;;;
peu;;;;;;;;;;;;;
de;;;;;;;;;;;;;
personnes;;;;;;;;;;;;;
voudront;;;;;;;;;;;;;
croire;;;;;;;;;;;;;
0;;;;;;;;;;;;;
Jacques;PER;;;;;;;;;;;;
ne;;;;;;;;;;;;;
pleurait;;;;;;;;;;;;;
plus;;;;;;;;;;;;;
0;;;;;;;;;;;;;
ou;;;;;;;;;;;;;
presque;;;;;;;;;;;;;
plus;;;;;;;;;;;;;
";";;;;;;;;;;;;;
puis;;;;;;;;;;;;;
0;;;;;;;;;;;;;
son;;;;;;;;;;;;;
fol;;;;;;;;;;;;;
amour;;;;;;;;;;;;;
du;;;;;;;;;;;;;
cartonnage;;;;;;;;;;;;;
lui;;;;;;;;;;;;;
avait;;;;;;;;;;;;;
à;;;;;;;;;;;;;
peu;;;;;;;;;;;;;
près;;;;;;;;;;;;;
passé;;;;;;;;;;;;;
.;;;;;;;;;;;;;
Les;;;;;;;;;;;;;
petits;;;;;;;;;;;;;
pots;;;;;;;;;;;;;
de;;;;;;;;;;;;;
colle;;;;;;;;;;;;;
allaient;;;;;;;;;;;;;
encore;;;;;;;;;;;;;
au;;;;;;;;;;;;;
feu;;;;;;;;;;;;;
de;;;;;;;;;;;;;
temps;;;;;;;;;;;;;
en;;;;;;;;;;;;;
temps;;;;;;;;;;;;;
0;;;;;;;;;;;;;
mais;;;;;;;;;;;;;
ce;;;;;;;;;;;;;
n';;;;;;;;;;;;;
était;;;;;;;;;;;;;
plus;;;;;;;;;;;;;
avec;;;;;;;;;;;;;
le;;;;;;;;;;;;;
même;;;;;;;;;;;;;
entrain;;;;;;;;;;;;;
";";;;;;;;;;;;;;
maintenant;;;;;;;;;;;;;
0;;;;;;;;;;;;;
si;;;;;;;;;;;;;
vous;;;;;;;;;;;;;
aviez;;;;;;;;;;;;;
besoin;;;;;;;;;;;;;
d';;;;;;;;;;;;;
un;;;;;;;;;;;;;
cartable;;;;;;;;;;;;;
0;;;;;;;;;;;;;
il;;;;;;;;;;;;;
fallait;;;;;;;;;;;;;
vous;;;;;;;;;;;;;
mettre;;;;;;;;;;;;;
à;;;;;;;;;;;;;
genoux;;;;;;;;;;;;;
pour;;;;;;;;;;;;;
l';;;;;;;;;;;;;
obtenir;;;;;;;;;;;;;
...;;;;;;;;;;;;;
Des;;;;;;;;;;;;;
choses;;;;;;;;;;;;;
incroyables;;;;;;;;;;;;;
!;;;;;;;;;;;;;
un;;;;;;;;;;;;;
carton;;;;;;;;;;;;;
à;;;;;;;;;;;;;
chapeau;;;;;;;;;;;;;
que;;;;;;;;;;;;;
Mme;PER;;;;;;;;;;;;
Eyssette;PER;;;;;;;;;;;;
avait;;;;;;;;;;;;;
commandé;;;;;;;;;;;;;
était;;;;;;;;;;;;;
sur;;;;;;;;;;;;;
le;;;;;;;;;;;;;
chantier;;;;;;;;;;;;;
depuis;;;;;;;;;;;;;
huit;;;;;;;;;;;;;
jours;;;;;;;;;;;;;
...;;;;;;;;;;;;;
À;;;;;;;;;;;;;
la;;;;;;;;;;;;;
maison;;;;;;;;;;;;;
0;;;;;;;;;;;;;
on;;;;;;;;;;;;;
ne;;;;;;;;;;;;;
s';;;;;;;;;;;;;
apercevait;;;;;;;;;;;;;
de;;;;;;;;;;;;;
rien;;;;;;;;;;;;;
";";;;;;;;;;;;;;
mais;;;;;;;;;;;;;
moi;;;;;;;;;;;;;
0;;;;;;;;;;;;;
je;;;;;;;;;;;;;
voyais;;;;;;;;;;;;;
bien;;;;;;;;;;;;;
que;;;;;;;;;;;;;
Jacques;PER;;;;;;;;;;;;
avait;;;;;;;;;;;;;
quelque;;;;;;;;;;;;;
chose;;;;;;;;;;;;;
.;;;;;;;;;;;;;
Plusieurs;;;;;;;;;;;;;
fois;;;;;;;;;;;;;
0;;;;;;;;;;;;;
je;;;;;;;;;;;;;
l';;;;;;;;;;;;;
avais;;;;;;;;;;;;;
surpris;;;;;;;;;;;;;
dans;;;;;;;;;;;;;
le;;;;;;;;;;;;;
magasin;;;;;;;;;;;;;
0;;;;;;;;;;;;;
parlant;;;;;;;;;;;;;
seul;;;;;;;;;;;;;
et;;;;;;;;;;;;;
faisant;;;;;;;;;;;;;
des;;;;;;;;;;;;;
gestes;;;;;;;;;;;;;
.;;;;;;;;;;;;;
La;;;;;;;;;;;;;
nuit;;;;;;;;;;;;;
0;;;;;;;;;;;;;
il;;;;;;;;;;;;;
ne;;;;;;;;;;;;;
dormait;;;;;;;;;;;;;
pas;;;;;;;;;;;;;
";";;;;;;;;;;;;;
je;;;;;;;;;;;;;
l';;;;;;;;;;;;;
entendais;;;;;;;;;;;;;
marmotter;PER;;;;;;;;;;;;
entre;;;;;;;;;;;;;
ses;;;;;;;;;;;;;
dents;;;;;;;;;;;;;
0;;;;;;;;;;;;;
puis;;;;;;;;;;;;;
subitement;;;;;;;;;;;;;
sauter;;;;;;;;;;;;;
à;;;;;;;;;;;;;
bas;;;;;;;;;;;;;
du;;;;;;;;;;;;;
lit;;;;;;;;;;;;;
et;;;;;;;;;;;;;
marcher;;;;;;;;;;;;;
à;;;;;;;;;;;;;
grands;;;;;;;;;;;;;
pas;;;;;;;;;;;;;
dans;;;;;;;;;;;;;
la;;;;;;;;;;;;;
chambre;;;;;;;;;;;;;
...;;;;;;;;;;;;;
tout;;;;;;;;;;;;;
cela;;;;;;;;;;;;;
n';;;;;;;;;;;;;
était;;;;;;;;;;;;;
pas;;;;;;;;;;;;;
naturel;;;;;;;;;;;;;
et;;;;;;;;;;;;;
me;;;;;;;;;;;;;
faisait;;;;;;;;;;;;;
peur;;;;;;;;;;;;;
quand;;;;;;;;;;;;;
j';;;;;;;;;;;;;
y;;;;;;;;;;;;;
songeais;;;;;;;;;;;;;
.;;;;;;;;;;;;;
Il;;;;;;;;;;;;;
me;;;;;;;;;;;;;
semblait;;;;;;;;;;;;;
que;;;;;;;;;;;;;
Jacques;PER;;;;;;;;;;;;
allait;;;;;;;;;;;;;
devenir;;;;;;;;;;;;;
fou;;;;;;;;;;;;;
.;;;;;;;;;;;;;
"
";;;;;;;;;;;;;
Ce;;;;;;;;;;;;;
soir;;;;;;;;;;;;;
-là;;;;;;;;;;;;;
0;;;;;;;;;;;;;
quand;;;;;;;;;;;;;
je;;;;;;;;;;;;;
le;;;;;;;;;;;;;
vis;;;;;;;;;;;;;
fermer;;;;;;;;;;;;;
à;;;;;;;;;;;;;
double;;;;;;;;;;;;;
tour;;;;;;;;;;;;;
la;;;;;;;;;;;;;
porte;;;;;;;;;;;;;
de;;;;;;;;;;;;;
notre;;;;;;;;;;;;;
chambre;;;;;;;;;;;;;
0;;;;;;;;;;;;;
cette;;;;;;;;;;;;;
idée;;;;;;;;;;;;;
de;;;;;;;;;;;;;
folie;;;;;;;;;;;;;
me;;;;;;;;;;;;;
revint;;;;;;;;;;;;;
dans;;;;;;;;;;;;;
la;;;;;;;;;;;;;
tête;;;;;;;;;;;;;
et;;;;;;;;;;;;;
j';;;;;;;;;;;;;
eus;;;;;;;;;;;;;
un;;;;;;;;;;;;;
mouvement;;;;;;;;;;;;;
d';;;;;;;;;;;;;
effroi;;;;;;;;;;;;;
";";;;;;;;;;;;;;
mon;;;;;;;;;;;;;
pauvre;;;;;;;;;;;;;
Jacques;PER;;;;;;;;;;;;
!;;;;;;;;;;;;;
lui;;;;;;;;;;;;;
0;;;;;;;;;;;;;
ne;;;;;;;;;;;;;
s';;;;;;;;;;;;;
en;;;;;;;;;;;;;
aperçut;;;;;;;;;;;;;
pas;;;;;;;;;;;;;
0;;;;;;;;;;;;;
et;;;;;;;;;;;;;
prenant;;;;;;;;;;;;;
gravement;;;;;;;;;;;;;
une;;;;;;;;;;;;;
de;;;;;;;;;;;;;
mes;;;;;;;;;;;;;
mains;;;;;;;;;;;;;
dans;;;;;;;;;;;;;
les;;;;;;;;;;;;;
siennes;;;;;;;;;;;;;
:;;;;;;;;;;;;;
"
";;;;;;;;;;;;;
«;;;;;;;;;;;;;
Daniel;PER;;;;;;;;;;;;
0;;;;;;;;;;;;;
me;;;;;;;;;;;;;
dit;;;;;;;;;;;;;
-il;;;;;;;;;;;;;
0;;;;;;;;;;;;;
je;;;;;;;;;;;;;
vais;;;;;;;;;;;;;
te;;;;;;;;;;;;;
confier;;;;;;;;;;;;;
quelque;;;;;;;;;;;;;
chose;;;;;;;;;;;;;
mais;;;;;;;;;;;;;
il;;;;;;;;;;;;;
faut;;;;;;;;;;;;;
me;;;;;;;;;;;;;
jurer;;;;;;;;;;;;;
que;;;;;;;;;;;;;
tu;;;;;;;;;;;;;
n';;;;;;;;;;;;;
en;;;;;;;;;;;;;
parleras;;;;;;;;;;;;;
jamais;;;;;;;;;;;;;
.;;;;;;;;;;;;;
»;;;;;;;;;;;;;
Je;;;;;;;;;;;;;
compris;;;;;;;;;;;;;
tout;;;;;;;;;;;;;
de;;;;;;;;;;;;;
suite;;;;;;;;;;;;;
que;;;;;;;;;;;;;
Jacques;PER;;;;;;;;;;;;
n';;;;;;;;;;;;;
était;;;;;;;;;;;;;
pas;;;;;;;;;;;;;
fou;;;;;;;;;;;;;
.;;;;;;;;;;;;;
"
";;;;;;;;;;;;;
Je;;;;;;;;;;;;;
répondis;;;;;;;;;;;;;
sans;;;;;;;;;;;;;
hésiter;;;;;;;;;;;;;
:;;;;;;;;;;;;;
"
";;;;;;;;;;;;;
«;;;;;;;;;;;;;
Je;;;;;;;;;;;;;
te;;;;;;;;;;;;;
le;;;;;;;;;;;;;
jure;;;;;;;;;;;;;
0;;;;;;;;;;;;;
Jacques;PER;;;;;;;;;;;;
.;;;;;;;;;;;;;
"
";;;;;;;;;;;;;
–;;;;;;;;;;;;;
Eh;;;;;;;;;;;;;
bien;;;;;;;;;;;;;
0;;;;;;;;;;;;;
tu;;;;;;;;;;;;;
ne;;;;;;;;;;;;;
sais;;;;;;;;;;;;;
pas;;;;;;;;;;;;;
?;;;;;;;;;;;;;
...;;;;;;;;;;;;;
0;;;;;;;;;;;;;
chut;;;;;;;;;;;;;
!;;;;;;;;;;;;;
...;;;;;;;;;;;;;
Je;;;;;;;;;;;;;
fais;;;;;;;;;;;;;
un;;;;;;;;;;;;;
poème;;;;;;;;;;;;;
0;;;;;;;;;;;;;
un;;;;;;;;;;;;;
grand;;;;;;;;;;;;;
poème;;;;;;;;;;;;;
.;;;;;;;;;;;;;
"
";;;;;;;;;;;;;
–;;;;;;;;;;;;;
Un;;;;;;;;;;;;;
poème;;;;;;;;;;;;;
0;;;;;;;;;;;;;
Jacques;MISC;;;;;;;;;;;;
!;MISC;;;;;;;;;;;;
Tu;;;;;;;;;;;;;
fais;;;;;;;;;;;;;
un;;;;;;;;;;;;;
poème;;;;;;;;;;;;;
0;;;;;;;;;;;;;
toi;;;;;;;;;;;;;
!;;;;;;;;;;;;;
»;;;;;;;;;;;;;
Pour;;;;;;;;;;;;;
toute;;;;;;;;;;;;;
réponse;;;;;;;;;;;;;
0;;;;;;;;;;;;;
Jacques;PER;;;;;;;;;;;;
tira;;;;;;;;;;;;;
de;;;;;;;;;;;;;
dessous;;;;;;;;;;;;;
sa;;;;;;;;;;;;;
veste;;;;;;;;;;;;;
un;;;;;;;;;;;;;
énorme;;;;;;;;;;;;;
cahier;;;;;;;;;;;;;
rouge;;;;;;;;;;;;;
qu';;;;;;;;;;;;;
il;;;;;;;;;;;;;
avait;;;;;;;;;;;;;
cartonné;;;;;;;;;;;;;
lui-même;;;;;;;;;;;;;
0;;;;;;;;;;;;;
et;;;;;;;;;;;;;
en;;;;;;;;;;;;;
tête;;;;;;;;;;;;;
duquel;;;;;;;;;;;;;
il;;;;;;;;;;;;;
avait;;;;;;;;;;;;;
écrit;;;;;;;;;;;;;
de;;;;;;;;;;;;;
sa;;;;;;;;;;;;;
plus;;;;;;;;;;;;;
belle;;;;;;;;;;;;;
main;;;;;;;;;;;;;
:;;;;;;;;;;;;;
"
";;;;;;;;;;;;;
RELIGION;;;;;;;;;;;;;
!;;;;;;;;;;;;;
RELIGION;ORG;;;;;;;;;;;;
!;ORG;;;;;;;;;;;;
"
";ORG;;;;;;;;;;;;
Poème;;;;;;;;;;;;;
en;;;;;;;;;;;;;
douze;;;;;;;;;;;;;
chants;;;;;;;;;;;;;
PAR;MISC;;;;;;;;;;;;
EYSSETTE;MISC;;;;;;;;;;;;
(;;;;;;;;;;;;;
JACQUES;MISC;;;;;;;;;;;;
);;;;;;;;;;;;;
"
";;;;;;;;;;;;;
C';MISC;;;;;;;;;;;;
était;MISC;;;;;;;;;;;;
si;MISC;;;;;;;;;;;;
grand;MISC;;;;;;;;;;;;
que;;;;;;;;;;;;;
j';;;;;;;;;;;;;
en;;;;;;;;;;;;;
eus;;;;;;;;;;;;;
comme;;;;;;;;;;;;;
un;;;;;;;;;;;;;
vertige;;;;;;;;;;;;;
.;;;;;;;;;;;;;
"
";;;;;;;;;;;;;
Comprenez;;;;;;;;;;;;;
-vous;;;;;;;;;;;;;
cela;;;;;;;;;;;;;
?;;;;;;;;;;;;;
...;;;;;;;;;;;;;
Jacques;PER;;;;;;;;;;;;
0;;;;;;;;;;;;;
mon;;;;;;;;;;;;;
frère;;;;;;;;;;;;;
Jacques;PER;;;;;;;;;;;;
0;;;;;;;;;;;;;
un;;;;;;;;;;;;;
enfant;;;;;;;;;;;;;
de;;;;;;;;;;;;;
treize;;;;;;;;;;;;;
ans;;;;;;;;;;;;;
0;;;;;;;;;;;;;
le;;;;;;;;;;;;;
Jacques;MISC;;;;;;;;;;;;
des;;;;;;;;;;;;;
sanglots;;;;;;;;;;;;;
et;;;;;;;;;;;;;
des;;;;;;;;;;;;;
petits;;;;;;;;;;;;;
pots;;;;;;;;;;;;;
de;;;;;;;;;;;;;
colle;;;;;;;;;;;;;
0;;;;;;;;;;;;;
faisait;;;;;;;;;;;;;
:;;;;;;;;;;;;;
Religion;ORG;;;;;;;;;;;;
!;ORG;;;;;;;;;;;;
Religion;;;;;;;;;;;;;
!;;;;;;;;;;;;;
poème;;;;;;;;;;;;;
en;;;;;;;;;;;;;
douze;;;;;;;;;;;;;
chants;;;;;;;;;;;;;
.;;;;;;;;;;;;;
Et;;;;;;;;;;;;;
personne;;;;;;;;;;;;;
ne;;;;;;;;;;;;;
s';;;;;;;;;;;;;
en;;;;;;;;;;;;;
doutait;;;;;;;;;;;;;
!;;;;;;;;;;;;;
et;;;;;;;;;;;;;
on;;;;;;;;;;;;;
continuait;;;;;;;;;;;;;
à;;;;;;;;;;;;;
l';;;;;;;;;;;;;
envoyer;;;;;;;;;;;;;
chez;;;;;;;;;;;;;
les;;;;;;;;;;;;;
marchands;;;;;;;;;;;;;
d';;;;;;;;;;;;;
herbes;;;;;;;;;;;;;
avec;;;;;;;;;;;;;
un;;;;;;;;;;;;;
panier;;;;;;;;;;;;;
sous;;;;;;;;;;;;;
le;;;;;;;;;;;;;
bras;;;;;;;;;;;;;
!;;;;;;;;;;;;;
et;;;;;;;;;;;;;
son;;;;;;;;;;;;;
père;;;;;;;;;;;;;
lui;;;;;;;;;;;;;
criait;;;;;;;;;;;;;
plus;;;;;;;;;;;;;
que;;;;;;;;;;;;;
jamais;;;;;;;;;;;;;
:;;;;;;;;;;;;;
"
";;;;;;;;;;;;;
«;;;;;;;;;;;;;
Jacques;PER;;;;;;;;;;;;
0;;;;;;;;;;;;;
tu;;;;;;;;;;;;;
es;;;;;;;;;;;;;
un;;;;;;;;;;;;;
âne;;;;;;;;;;;;;
!;;;;;;;;;;;;;
...;;;;;;;;;;;;;
»;;;;;;;;;;;;;
Ah;MISC;;;;;;;;;;;;
!;MISC;;;;;;;;;;;;
pauvre;;;;;;;;;;;;;
cher;;;;;;;;;;;;;
Eyssette;LOC;;;;;;;;;;;;
(;;;;;;;;;;;;;
Jacques;PER;;;;;;;;;;;;
);;;;;;;;;;;;;
!;;;;;;;;;;;;;
comme;;;;;;;;;;;;;
je;;;;;;;;;;;;;
vous;;;;;;;;;;;;;
aurais;;;;;;;;;;;;;
sauté;;;;;;;;;;;;;
.;;;;;;;;;;;;;
au;;;;;;;;;;;;;
cou;;;;;;;;;;;;;
de;;;;;;;;;;;;;
bon;;;;;;;;;;;;;
cœur;;;;;;;;;;;;;
0;;;;;;;;;;;;;
si;;;;;;;;;;;;;
j';;;;;;;;;;;;;
avais;;;;;;;;;;;;;
osé;;;;;;;;;;;;;
0;;;;;;;;;;;;;
Mais;MISC;;;;;;;;;;;;
je;MISC;;;;;;;;;;;;
n';MISC;;;;;;;;;;;;
osai;MISC;;;;;;;;;;;;
pas;MISC;;;;;;;;;;;;
...;MISC;;;;;;;;;;;;
Songez;;;;;;;;;;;;;
donc;;;;;;;;;;;;;
!;;;;;;;;;;;;;
...;;;;;;;;;;;;;
Religion;ORG;;;;;;;;;;;;
!;ORG;;;;;;;;;;;;
Religion;;;;;;;;;;;;;
!;;;;;;;;;;;;;
poème;;;;;;;;;;;;;
en;;;;;;;;;;;;;
douze;;;;;;;;;;;;;
chants;;;;;;;;;;;;;
!;;;;;;;;;;;;;
...;;;;;;;;;;;;;
Pourtant;;;;;;;;;;;;;
la;;;;;;;;;;;;;
vérité;;;;;;;;;;;;;
m';;;;;;;;;;;;;
oblige;;;;;;;;;;;;;
à;;;;;;;;;;;;;
dire;;;;;;;;;;;;;
que;;;;;;;;;;;;;
ce;;;;;;;;;;;;;
poème;;;;;;;;;;;;;
en;;;;;;;;;;;;;
douze;;;;;;;;;;;;;
chants;;;;;;;;;;;;;
était;;;;;;;;;;;;;
loin;;;;;;;;;;;;;
d';;;;;;;;;;;;;
être;;;;;;;;;;;;;
terminé;;;;;;;;;;;;;
.;;;;;;;;;;;;;
Je;;;;;;;;;;;;;
crois;;;;;;;;;;;;;
même;;;;;;;;;;;;;
qu';;;;;;;;;;;;;
il;;;;;;;;;;;;;
n';;;;;;;;;;;;;
y;;;;;;;;;;;;;
avait;;;;;;;;;;;;;
encore;;;;;;;;;;;;;
de;;;;;;;;;;;;;
fait;;;;;;;;;;;;;
que;;;;;;;;;;;;;
les;;;;;;;;;;;;;
quatre;;;;;;;;;;;;;
premiers;;;;;;;;;;;;;
vers;;;;;;;;;;;;;
du;;;;;;;;;;;;;
premier;;;;;;;;;;;;;
chant;;;;;;;;;;;;;
";";;;;;;;;;;;;;
mais;;;;;;;;;;;;;
vous;;;;;;;;;;;;;
savez;;;;;;;;;;;;;
0;;;;;;;;;;;;;
en;;;;;;;;;;;;;
ces;;;;;;;;;;;;;
sortes;;;;;;;;;;;;;
d';;;;;;;;;;;;;
ouvrages;;;;;;;;;;;;;
la;;;;;;;;;;;;;
mise;;;;;;;;;;;;;
en;;;;;;;;;;;;;
train;;;;;;;;;;;;;
est;;;;;;;;;;;;;
toujours;;;;;;;;;;;;;
ce;;;;;;;;;;;;;
qu';;;;;;;;;;;;;
il;;;;;;;;;;;;;
y;;;;;;;;;;;;;
a;;;;;;;;;;;;;
de;;;;;;;;;;;;;
plus;;;;;;;;;;;;;
difficile;;;;;;;;;;;;;
0;;;;;;;;;;;;;
et;;;;;;;;;;;;;
comme;;;;;;;;;;;;;
disait;;;;;;;;;;;;;
Eyssette;LOC;;;;;;;;;;;;
(;;;;;;;;;;;;;
Jacques;PER;;;;;;;;;;;;
);;;;;;;;;;;;;
avec;;;;;;;;;;;;;
beaucoup;;;;;;;;;;;;;
de;;;;;;;;;;;;;
raison;;;;;;;;;;;;;
:;;;;;;;;;;;;;
«;;;;;;;;;;;;;
Maintenant;;;;;;;;;;;;;
que;;;;;;;;;;;;;
j';;;;;;;;;;;;;
ai;;;;;;;;;;;;;
mes;;;;;;;;;;;;;
quatre;;;;;;;;;;;;;
premiers;;;;;;;;;;;;;
vers;;;;;;;;;;;;;
0;;;;;;;;;;;;;
le;;;;;;;;;;;;;
reste;;;;;;;;;;;;;
n';;;;;;;;;;;;;
est;;;;;;;;;;;;;
rien;;;;;;;;;;;;;
";";;;;;;;;;;;;;
ce;;;;;;;;;;;;;
n';;;;;;;;;;;;;
est;;;;;;;;;;;;;
qu';;;;;;;;;;;;;
une;;;;;;;;;;;;;
affaire;;;;;;;;;;;;;
de;;;;;;;;;;;;;
temps;;;;;;;;;;;;;
.;;;;;;;;;;;;;
»;;;;;;;;;;;;;
"
";;;;;;;;;;;;;
Les;;;;;;;;;;;;;
voici;;;;;;;;;;;;;
0;;;;;;;;;;;;;
ces;;;;;;;;;;;;;
quatre;;;;;;;;;;;;;
vers;;;;;;;;;;;;;
.;;;;;;;;;;;;;
Les;;;;;;;;;;;;;
voici;;;;;;;;;;;;;
tels;;;;;;;;;;;;;
que;;;;;;;;;;;;;
je;;;;;;;;;;;;;
les;;;;;;;;;;;;;
ai;;;;;;;;;;;;;
vus;;;;;;;;;;;;;
ce;;;;;;;;;;;;;
soir;;;;;;;;;;;;;
-là;;;;;;;;;;;;;
0;;;;;;;;;;;;;
moulés;;;;;;;;;;;;;
en;;;;;;;;;;;;;
belle;;;;;;;;;;;;;
ronde;;;;;;;;;;;;;
0;;;;;;;;;;;;;
à;;;;;;;;;;;;;
la;;;;;;;;;;;;;
première;;;;;;;;;;;;;
page;;;;;;;;;;;;;
du;;;;;;;;;;;;;
cahier;;;;;;;;;;;;;
rouge;;;;;;;;;;;;;
:;;;;;;;;;;;;;
"
";;;;;;;;;;;;;
Religion;ORG;;;;;;;;;;;;
!;ORG;;;;;;;;;;;;
Religion;ORG;;;;;;;;;;;;
!;ORG;;;;;;;;;;;;
